ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,EU,EURegion,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
480,ITA,Italy,Five Star Movement,M5S,ITA_ Five Star Movement,ITA_ M5S,5,42,1, ,1,4,3,3,3, ,8.37209302325581,4.5625,6.57142857142857,3.69565217391304,0,2,5.85714285714286,3.23529411764706,0,2,3.95454545454545,8.88888888888889,1,4,9,7.69565217391304,4.04166666666667,2.21212121212121,3.16666666666667,2.85714285714286,5.28571428571429,5.95833333333333,4.47619047619048,.694444444444444,.75,8.97222222222222,5.76923076923077, ,1968.97142857143,.972972972972973,.916666666666667,.972222222222222,3.5,3.88888888888889,8.59459459459459,40.9036037560665,11.5525672219016,EN, ,ITA_04032018_L1,2018,32.6,35.9,3.33734927696328,2.90486564996369,10.5584089710524,3.92857146263123,4.59999990463257,4.92857122421265,3.23076915740967,6.42857122421265,5.5,9.75,15,25.6000003814697,17.5,2013,9,0, , , , , ,1,5.6930450391486,4.83210333330053,74.1821587673936,5.51,5.6761,-1.81434782608696,-2.44080588235294,-1.99739286523556,-1.59680921565347, , ,2046,845,IT-6-4,32956, , , , , ,380048, ,Italy,325,82,6,5,3,1,1,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.4862805267,82.6,52,67.5446472167969,3,.873,.783,.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,.27,.878
481,ITA,Italy,Free and Equal,LeU,ITA_ Free and Equal,ITA_ LeU,5,42,1, ,1,2,1,2,1, ,7.92307692307692,7.06896551724138,4,2.13513513513514,0,1,7.92857142857143,1.47222222222222,0,1,7.23529411764706,2.93548387096774,0,2,2.79310344827586,1.77777777777778,2.08823529411765,2.08571428571429,7.03448275862069,1.38888888888889,1.54545454545455,1.83333333333333,2.43478260869565,4.5,4,3.35,1.86666666666667, ,1968.97142857143,.972972972972973,.916666666666667,.972222222222222,3.5,3.88888888888889,8.59459459459459,40.9036037560665,11.5525672219016,EN, ,ITA_04032018_L1,2018,3.5,2.2,3.33734927696328,2.90486564996369,10.5584089710524, , , , , , , , , , , , , , , , , , ,0,3.0605525138377,3.6702527869958,70.2982437279363,5.51,5.6761,-3.37486486486486,-4.20387777777778,-.925417378702563,-2.19803056477357, , , , , , , , , , , ,380042, ,Italy,325,82,6,5,3,1,1,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.4862805267,82.6,52,67.5446472167969,3,.873,.783,.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,.27,.878
482,ITA,Italy,South American Union of Italian Emigrants,USEI,ITA_ South American Union of Italian Emigrants,ITA_ USEI,5,42,1, ,4, ,0,1,1, ,1.31578947368421,6.5,8.5,7.5,1,4,4.66666666666667,7,1,3,3.5, , , , ,6,9.89285714285714, ,5.33333333333333, ,2.66666666666667,4, ,5.66666666666667,2,10, , ,1968.97142857143,.972972972972973,.916666666666667,.972222222222222,3.5,3.88888888888889,8.59459459459459,40.9036037560665,11.5525672219016,EN, ,ITA_04032018_L1,2018,.2,.2,3.33734927696328,2.90486564996369,10.5584089710524, , , , , , , , , , , , , , , , , , ,0, , , ,5.51,5.6761,1.99,1.3239, , , , , , , , , , , , , ,-9, ,Italy,325,82,6,5,3,1,1,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.4862805267,82.6,52,67.5446472167969,3,.873,.783,.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,.27,.878
483,JAM,Jamaica,Jamaica Labour Party,JLP,JAM_ Jamaica Labour Party,JAM_ JLP,2,4,0, ,4,1,2,3,3, ,9,6.75,6,10,1,4,8.75,8.33333333333333,1,4,8.66666666666667,1,0,1,5,0,0,5.33333333333333,9,1.25,0,3.33333333333333,9,5.25,5.66666666666667,7.5,2.75, ,1977.33333333333,.25,1,.75,2,6,8.5,25.8922017415365,-74.9562352498372,EN, ,JAM_25022016_L1,2016,50.1,50.8,2.00799180739343,1.99948813103845,.608276253029819, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,2308, , , , , , , , ,-9, ,Jamaica,51,120,9,10,19,0,0, ,9,9,2,2,3,11097.42,2419906,2654701,2934855,8275.76945231599,75.2,44,66.5746765136719,2,.807,.702,.864, , , , , , ,47.7, , ,1.793,3.781,4,1.518,3.114,3,1.414,2.769,3,.337,2.305,3,1.981,3.712,4,.485,.823
484,JAM,Jamaica,Marcus Garvey People's Political Party,PPP,JAM_ Marcus Garvey People's Political Party,JAM_ PPP,2,4,0, ,0, ,0,1,1, ,2.5, ,10,4,0,2,10, , , , , , , , , ,10, , , ,0, , ,0, ,7,0, ,1977.33333333333,.25,1,.75,2,6,8.5,25.8922017415365,-74.9562352498372,EN, ,JAM_25022016_L1,2016,0,0,2.00799180739343,1.99948813103845,.608276253029819, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Jamaica,51,120,9,10,19,0,0, ,9,9,2,2,3,11097.42,2419906,2654701,2934855,8275.76945231599,75.2,44,66.5746765136719,2,.807,.702,.864, , , , , , ,47.7, , ,1.793,3.781,4,1.518,3.114,3,1.414,2.769,3,.337,2.305,3,1.981,3.712,4,.485,.823
485,JAM,Jamaica,National Democratic Movement,NDM,JAM_ National Democratic Movement,JAM_ NDM,2,4,0, ,0, ,0,1,1, ,3.5, ,10,4,0,2,10, , , , , , , , , ,10, , , ,1,3, ,0, ,7,0, ,1977.33333333333,.25,1,.75,2,6,8.5,25.8922017415365,-74.9562352498372,EN, ,JAM_25022016_L1,2016,0,0,2.00799180739343,1.99948813103845,.608276253029819, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3636, , , , , , , , ,-9, ,Jamaica,51,120,9,10,19,0,0, ,9,9,2,2,3,11097.42,2419906,2654701,2934855,8275.76945231599,75.2,44,66.5746765136719,2,.807,.702,.864, , , , , , ,47.7, , ,1.793,3.781,4,1.518,3.114,3,1.414,2.769,3,.337,2.305,3,1.981,3.712,4,.485,.823
486,JAM,Jamaica,People's National Party,PNP,JAM_ People's National Party,JAM_ PNP,2,4,0, ,4,4,4,3,3, ,9.25,3.66666666666667,5.66666666666667,8.5,1,4,8.25,5.25,1,3,8.66666666666667,10,1,4,8.5,4,0,6,10,.25,4,1,9,1.33333333333333,7.33333333333333,7.5,2.75, ,1977.33333333333,.25,1,.75,2,6,8.5,25.8922017415365,-74.9562352498372,EN, ,JAM_25022016_L1,2016,49.7,49.2,2.00799180739343,1.99948813103845,.608276253029819, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,2309, , , , , , , , ,-9, ,Jamaica,51,120,9,10,19,0,0, ,9,9,2,2,3,11097.42,2419906,2654701,2934855,8275.76945231599,75.2,44,66.5746765136719,2,.807,.702,.864, , , , , , ,47.7, , ,1.793,3.781,4,1.518,3.114,3,1.414,2.769,3,.337,2.305,3,1.981,3.712,4,.485,.823
487,JOR,Jordan,Islamic Action Front,IAF,JOR_ Islamic Action Front,JOR_ IAF,3,2,0, ,2,2,2, , , ,9,10,6,4,0,2,6,8.5,1,4,8,4.5,0,2,5, ,1,4,2,8, ,8, ,8, ,7,3, ,1970,1,0,0, ,3,8,42.7306976318359,-84.4852981567383,EN, ,JOR_20092016_L1,2016, , , , , , , , , , , , , , , , , , , , , , , ,0,6.57497953079288,8.82059320674303,69.8369565217391,5.83,9.0491,-1.83,-.549099999999999,-2.57497953079288,-.320593206743032, , ,4537, , , , , , , , ,400002, ,Jordan,663,83,7,3,10,0,0, ,-3,-3,1,5,5,89491.068,3565890,5122493,9956011,8410.85607171098,76.7,49,49.4579086303711,0,.271,.251,.537, , , , , , ,30.9, , ,.392,2.895,3,1.379,2.992,3,.041,1.543,1,-.735,1.266,1,.369,2.332,2,.556,.417
488,JOR,Jordan,Islamic Centrist Party,ICP,JOR_ Islamic Centrist Party,JOR_ ICP,3,2,0, ,0,1,2, , , ,8,10,9, , , ,6,8,1,4,8,1,0,1,4.5,0,5.5,4,4, , , , ,9, , ,3, ,1970,1,0,0, ,3,8,42.7306976318359,-84.4852981567383,EN, ,JOR_20092016_L1,2016, , , , , , , , , , , , , , , , , , , , , , , ,0, ,8.87878787878788,53.125,5.83,9.0491, ,-1.0491, ,-.878787878787879, , ,5588, , , , , , , , ,400032, ,Jordan,663,83,7,3,10,0,0, ,-3,-3,1,5,5,89491.068,3565890,5122493,9956011,8410.85607171098,76.7,49,49.4579086303711,0,.271,.251,.537, , , , , , ,30.9, , ,.392,2.895,3,1.379,2.992,3,.041,1.543,1,-.735,1.266,1,.369,2.332,2,.556,.417
489,JOR,Jordan,National Union Party,NUP,JOR_ National Union Party,JOR_ NUP,3,2,0, ,0,3,0, , , ,99,2,1,2,0,1,3, , , , ,7,1,3,7, ,2, ,3,7, ,7,7,9, , , , ,1970,1,0,0, ,3,8,42.7306976318359,-84.4852981567383,EN, ,JOR_20092016_L1,2016, , , , , , , , , , , , , , , , , , , , , , , ,0, , , ,5.83,9.0491,-3.83, , , , , ,4612, , , , , , , , ,-9, ,Jordan,663,83,7,3,10,0,0, ,-3,-3,1,5,5,89491.068,3565890,5122493,9956011,8410.85607171098,76.7,49,49.4579086303711,0,.271,.251,.537, , , , , , ,30.9, , ,.392,2.895,3,1.379,2.992,3,.041,1.543,1,-.735,1.266,1,.369,2.332,2,.556,.417
490,JOR,Jordan,Stronger Jordan,SJ,JOR_ Stronger Jordan,JOR_ SJ,3,2,0, ,0,3,0, , , ,99,2,0,1,0,1,3, , , , ,7,1,3,7, ,2, ,3,7, ,7,7,9, , , , ,1970,1,0,0, ,3,8,42.7306976318359,-84.4852981567383,EN, ,JOR_20092016_L1,2016, , , , , , , , , , , , , , , , , , , , , , , ,0, , , ,5.83,9.0491,-4.83, , , , , ,4610, , , , , , , , ,-9, ,Jordan,663,83,7,3,10,0,0, ,-3,-3,1,5,5,89491.068,3565890,5122493,9956011,8410.85607171098,76.7,49,49.4579086303711,0,.271,.251,.537, , , , , , ,30.9, , ,.392,2.895,3,1.379,2.992,3,.041,1.543,1,-.735,1.266,1,.369,2.332,2,.556,.417
491,JOR,Jordan,The Homeland,Home,JOR_ The Homeland,JOR_ Home,3,2,0, ,0,3,0, , , ,4,2,1,2,0,1,3, , , , ,7,1,3,7, ,2, ,3,7, ,7,7,9, , , , ,1970,1,0,0, ,3,8,42.7306976318359,-84.4852981567383,EN, ,JOR_20092016_L1,2016, , , , , , , , , , , , , , , , , , , , , , , ,0, , , ,5.83,9.0491,-3.83, , , , , ,4611, , , , , , , , ,-9, ,Jordan,663,83,7,3,10,0,0, ,-3,-3,1,5,5,89491.068,3565890,5122493,9956011,8410.85607171098,76.7,49,49.4579086303711,0,.271,.251,.537, , , , , , ,30.9, , ,.392,2.895,3,1.379,2.992,3,.041,1.543,1,-.735,1.266,1,.369,2.332,2,.556,.417
492,JPN,Japan,Constitutional Democratic Party of Japan,CDP,JPN_ Constitutional Democratic Party of Japan,JPN_ CDP,6,15,1, ,1,2,1,3,3, ,8,6.66666666666667,3.72727272727273,3.58333333333333,0,2,6.30769230769231,2,0,1,7.72727272727273,4.23076923076923,0,2,4.90909090909091,2.6,4.44444444444444,2.66666666666667,7.27272727272727,1.73333333333333,2,2.46666666666667,2.57142857142857,3.83333333333333,3,4.55555555555556,1.92307692307692, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,19.9,11.8,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , , , , , , ,0, , , ,5.75,6.2955,-2.16666666666667,-4.2955, , , , ,4367, , , , , , , , ,-9, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
493,JPN,Japan,Japanese Communist Party,JCP,JPN_ Japanese Communist Party,JPN_ JCP,6,15,1, ,1,2,1,2,1, ,6.63636363636364,8.73333333333333,3.61538461538462,1.64285714285714,0,1,6.21428571428571,1.83333333333333,0,1,6.91666666666667,4.64285714285714,0,2,4.45454545454545,2.875,4.76923076923077,2.23076923076923,6.7,2,2.15384615384615,2.83333333333333,2.23076923076923,4.41666666666667,4.75,4.66666666666667,2, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,7.9,2.6,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , ,Communist/Socialist,1.148,4.072,4.032, ,0,3.75824175824176,5.34972677595628,69.9115044247788,5.75,6.2955,-4.10714285714286,-4.46216666666667,-2.11538461538462,-3.51639344262295, ,1540,736, , ,71220, ,2201, ,8376, ,392004, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
494,JPN,Japan,Komeitō,NKP,JPN_ Komeitō,JPN_ NKP,6,15,1, ,2,1,2,3,2, ,6.81818181818182,7.92307692307692,2.77777777777778,3.22222222222222,0,2,8.27272727272727,5.77777777777778,1,3,6.4,2.375,0,1,3.33333333333333,5.16666666666667,3.27272727272727,3.08333333333333,6.33333333333333,2.5,2.3,3.44444444444444,4.9,4.77777777777778,6.375,3.66666666666667,3.88888888888889, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,12.5,6.2,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , ,Conservative,5.6871,4.4549,6.25, ,0,5.64150943396226,6.42276422764227,63.2161458333333,5.75,6.2955,-2.52777777777778,-.517722222222222,-2.41928721174004,-.644986449864497, ,837,1515, , ,71530, ,2203, ,8400, ,392003, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
495,JPN,Japan,Liberal Democratic Party,LDP,JPN_ Liberal Democratic Party,JPN_ LDP,6,15,1, ,4,3,4,3,3, ,8.30769230769231,8,5.36363636363636,5.57142857142857,1,3,8.93333333333333,8.26666666666667,1,4,6.63636363636364,5.11111111111111,1,3,5.36363636363636,7.27272727272727,3.85714285714286,4.85714285714286,3.9,5.7,6.2,5.90909090909091,7.41666666666667,6.875,8.08333333333333,4.8,6.8, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,33.3,61.1,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , ,Conservative,8.0252,4.8094,7.7747, ,0,6.75644699140401,6.72478070175438,62.593984962406,5.75,6.2955,-.178571428571429,1.97116666666667,-1.18501841997544,1.54188596491228, ,1193,1746, , ,71620, ,2205, ,8424, ,392001, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
496,JPN,Japan,Nippon Ishin no Kai,JIP,JPN_ Nippon Ishin no Kai,JPN_ JIP,6,15,1, ,4,4,4,2,1, ,5.4,8.18181818181818,3,7.90909090909091,1,4,6,8.23076923076923,1,4,5,8.6,1,4,7.83333333333333,8,7.16666666666667,4.5,2,6.90909090909091,7.6,6.14285714285714,5.66666666666667,7.2,7.54545454545455,6.77777777777778,6.875, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,6.1,2.4,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , , , , , , ,0, , , ,5.75,6.2955,2.15909090909091,1.93526923076923, , , , , , , , , , , , , ,-9, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
497,JPN,Japan,Party of Hope,KnT,JPN_ Party of Hope,JPN_ KnT,6,15,1, ,4,2,2,3,3, ,4.25,5.16666666666667,5.66666666666667,6.33333333333333,1,3,4.4,7.2,1,3,5.66666666666667,3.75,0,2,4.75,5.75,8.72727272727273,4,3,3,4,3.2,4.14285714285714,4,6.2,7,4, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,17.4,10.8,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , ,Conservative,7.4,6.4,7, ,0, , , ,5.75,6.2955,.583333333333333,.904500000000001, , , ,2656,6134, , , , , , , , ,-9, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
498,JPN,Japan,Social Democratic Party,SDP,JPN_ Social Democratic Party,JPN_ SDP,6,15,1, ,1,2,1,1,1, ,6,8.15384615384615,4.16666666666667,2,0,1,5.27272727272727,2.5,0,2,7.2,3.72727272727273,0,2,3.7,2.44444444444444,5.41666666666667,2.61538461538462,7.2,1.78571428571429,2,2.91666666666667,2.92307692307692,4.09090909090909,3,3.6,1.66666666666667, ,1961.28571428571,.785714285714286,.785714285714286,.857142857142857,8,5.23076923076923,7.35714285714286,35.6365750630697,117.659994761149,EN, ,JPN_22102017_L1,2017,1.7,.4,4.83928726977091,2.47511886758362,21.9678173699619, , , , , , , , , , , , , ,Social democracy,6.1556,3.5,3.5, ,0,4.765625,6.59360730593608,66.9520547945205,5.75,6.2955,-3.75,-3.7955,-2.765625,-4.09360730593608, ,1053,867, , ,71321, ,2204, , , ,392011, ,Japan,740,9,3,6,12,1,0, ,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.6915823441,84.2,73,67.5586776733398,3,.808,.727,.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,.177,.887
499,KAZ,Kazakhstan,Birlik,Birlik,KAZ_ Birlik,KAZ_ Birlik,1,4,0, ,2, ,0,1,1, ,5.66666666666667,7,8,3,0,2, ,9,1,4,8, , , ,10, ,10,0, ,0,7,4, ,1,1, ,3, ,1972,0,.5,.5, ,6,8.5,51.1878967285156,71.4356994628906,EN, ,KAZ_20032016_L1,2016,.3,0,1.45674487444316,1.34312741846881,2.98244865840135, , , , , , , , , , , , , , , , , , ,0, ,6.33333333333333,54.0625,6.17,7.5295,-3.17,1.4705, ,2.66666666666667, , , , , , , , , , , ,398011, ,Kazakhstan,705,121,5,1,11,0,0, ,-6,-6,0,7,5,2721207.079,16348000,14883626,18276499,24738.3628319674,72,31,45.3140182495117,1,.239,.119,.292, , , , , , ,77.1, , ,-.717,1.821,2,.491,2.174,2,-.057,1.454,1,-.403,1.573,1,-.126,1.767,1,.662,.481
500,KAZ,Kazakhstan,Communist People's Party of Kazakhstan,QKHP,KAZ_ Communist People's Party of Kazakhstan,KAZ_ QKHP,1,4,0, ,2,4,4,2,2, ,7.66666666666667,9,0,0,0,1,9,9.5,1,4,9,9,1,4, , ,10,1,8,0,0,3,0,0,0,7,0, ,1972,0,.5,.5, ,6,8.5,51.1878967285156,71.4356994628906,EN, ,KAZ_20032016_L1,2016,7.1,7.1,1.45674487444316,1.34312741846881,2.98244865840135, , , , , , , , , , , , , , , , , , ,0,6.98278184938236,7.77504745135457,63.1052141970881,6.17,7.5295,-6.17,1.9705,-6.98278184938236,1.72495254864543, , ,3749, , , , , , , , ,398005, ,Kazakhstan,705,121,5,1,11,0,0, ,-6,-6,0,7,5,2721207.079,16348000,14883626,18276499,24738.3628319674,72,31,45.3140182495117,1,.239,.119,.292, , , , , , ,77.1, , ,-.717,1.821,2,.491,2.174,2,-.057,1.454,1,-.403,1.573,1,-.126,1.767,1,.662,.481
501,KAZ,Kazakhstan,Democratic Party of Kazakhstan,AQJOL,KAZ_ Democratic Party of Kazakhstan,KAZ_ AQJOL,1,4,0, ,0, ,0,2,2, ,6.33333333333333,9,0,10,1,4,10, , , ,10, , , , , ,10,1,9,0, ,1,1,0,0, ,0, ,1972,0,.5,.5, ,6,8.5,51.1878967285156,71.4356994628906,EN, ,KAZ_20032016_L1,2016,7.2,7.1,1.45674487444316,1.34312741846881,2.98244865840135, , , , , , , , , , , , , , , , , , ,0,6.48175957917697,7.50623470791523,60.9546036311918,6.17,7.5295,3.83, ,3.51824042082303, , , ,5366, , , , , , , , ,398003, ,Kazakhstan,705,121,5,1,11,0,0, ,-6,-6,0,7,5,2721207.079,16348000,14883626,18276499,24738.3628319674,72,31,45.3140182495117,1,.239,.119,.292, , , , , , ,77.1, , ,-.717,1.821,2,.491,2.174,2,-.057,1.454,1,-.403,1.573,1,-.126,1.767,1,.662,.481
502,KAZ,Kazakhstan,Kazakhstan Social and Democratic Party 'Auyl',Auyl,KAZ_ Kazakhstan Social and Democratic Party 'Auyl',KAZ_ Auyl,1,4,0, ,2,4,4,1,1, ,4.66666666666667,8.5, ,3,0,2,9,9,1,4,8,8,1,4,8, ,6.5,1, ,0,7,3,3,2,0,3,3, ,1972,0,.5,.5, ,6,8.5,51.1878967285156,71.4356994628906,EN, ,KAZ_20032016_L1,2016,2,0,1.45674487444316,1.34312741846881,2.98244865840135, , , , , , , , , , , , , , , , , , ,0,7.43164010230178,7.55571797894962,57.6253308134718,6.17,7.5295,-3.17,1.4705,-4.43164010230178,1.44428202105038, , ,5627, , , , , , , , ,398004, ,Kazakhstan,705,121,5,1,11,0,0, ,-6,-6,0,7,5,2721207.079,16348000,14883626,18276499,24738.3628319674,72,31,45.3140182495117,1,.239,.119,.292, , , , , , ,77.1, , ,-.717,1.821,2,.491,2.174,2,-.057,1.454,1,-.403,1.573,1,-.126,1.767,1,.662,.481
503,KAZ,Kazakhstan,Nationwide Social Democratic Party,ZSDP,KAZ_ Nationwide Social Democratic Party,KAZ_ ZSDP,1,4,0, ,2,4,4,1,1, ,6,4,8,4,0,2,7,7,1,3,8,10,1,4,10, ,10, , ,0,7,2,1,0,0,10,0, ,1972,0,.5,.5, ,6,8.5,51.1878967285156,71.4356994628906,EN, ,KAZ_20032016_L1,2016,1.2,0,1.45674487444316,1.34312741846881,2.98244865840135, , , , , , , , , , , , , , , , , , ,0, , , ,6.17,7.5295,-2.17,-.5295, , , , ,3750, , , , , , , , ,-9, ,Kazakhstan,705,121,5,1,11,0,0, ,-6,-6,0,7,5,2721207.079,16348000,14883626,18276499,24738.3628319674,72,31,45.3140182495117,1,.239,.119,.292, , , , , , ,77.1, , ,-.717,1.821,2,.491,2.174,2,-.057,1.454,1,-.403,1.573,1,-.126,1.767,1,.662,.481
504,KAZ,Kazakhstan,Nur Otan,NO,KAZ_ Nur Otan,KAZ_ NO,1,4,0, ,4, ,0,3,3, ,8.33333333333333,9.33333333333333,3.5,5,1,3,8.5,9,1,4,9, , , ,3, ,10,1,9,0,2.5,5,1,4.5,3.5,1,1, ,1972,0,.5,.5, ,6,8.5,51.1878967285156,71.4356994628906,EN, ,KAZ_20032016_L1,2016,82.2,85.7,1.45674487444316,1.34312741846881,2.98244865840135, , , , , , , , , , , , , , , , , , ,0, ,7.67119155354449,54.1926002766252,6.17,7.5295,-1.17,1.4705, ,1.32880844645551, , ,3748, , , , , , , , ,398012, ,Kazakhstan,705,121,5,1,11,0,0, ,-6,-6,0,7,5,2721207.079,16348000,14883626,18276499,24738.3628319674,72,31,45.3140182495117,1,.239,.119,.292, , , , , , ,77.1, , ,-.717,1.821,2,.491,2.174,2,-.057,1.454,1,-.403,1.573,1,-.126,1.767,1,.662,.481
505,KEN,Kenya,Amani Coalition,ANC,KEN_ Amani Coalition,KEN_ ANC,4,9,1, ,4,3,4, , , ,7.85714285714286,5,4.83333333333333,7,1,3,5,8.5,1,4,3.66666666666667,5.5,1,3,6.5,5.5,7,4,9,6.5,6,7,9.5,3,3,5.33333333333333,5.5, ,1958.33333333333,.833333333333333,.428571428571429,.428571428571429,4.5,5.83333333333333,8.28571428571429,13.2469635009766,-2.21773274739583,EN, ,KEN_26102017_P2,2017, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7609, , , , , , , , ,-9, ,Kenya,501,40, ,4,8, ,0, , , , , , ,585730.013,23724579,31964557,51393010,3076.8448179161,67.3,27,43.141300201416,1,.447,.297,.296, , , , , , , , , ,.46,2.953,3,.578,2.251,2,.599,2.038,2,1.704,3.439,4,-.23,1.652,1,.421,.605
